"filename", "language", "HTML", "Markdown", "JSON", "PHP", "CSS", "JavaScript", "XML", "comment", "blank", "total"
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\FormulaToken.php", "PHP", 0, 0, 0, 60, 0, 0, 0, 77, 14, 151
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Functions.php", "PHP", 0, 0, 0, 279, 0, 0, 0, 320, 69, 668
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Information\ErrorValue.php", "PHP", 0, 0, 0, 31, 0, 0, 0, 30, 11, 72
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Information\ExcelError.php", "PHP", 0, 0, 0, 74, 0, 0, 0, 75, 18, 167
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Information\Value.php", "PHP", 0, 0, 0, 166, 0, 0, 0, 119, 42, 327
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Internal\MakeMatrix.php", "PHP", 0, 0, 0, 9, 0, 0, 0, 1, 3, 13
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Internal\WildcardMatch.php", "PHP", 0, 0, 0, 32, 0, 0, 0, 1, 7, 40
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Logical.php", "PHP", 0, 0, 0, 50, 0, 0, 0, 240, 14, 304
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Logical\Boolean.php", "PHP", 0, 0, 0, 13, 0, 0, 0, 20, 4, 37
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Logical\Conditional.php", "PHP", 0, 0, 0, 82, 0, 0, 0, 106, 24, 212
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Logical\Operations.php", "PHP", 0, 0, 0, 64, 0, 0, 0, 89, 14, 167
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef.php", "PHP", 0, 0, 0, 78, 0, 0, 0, 302, 19, 399
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Address.php", "PHP", 0, 0, 0, 78, 0, 0, 0, 29, 18, 125
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\ExcelMatch.php", "PHP", 0, 0, 0, 187, 0, 0, 0, 37, 29, 253
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Filter.php", "PHP", 0, 0, 0, 56, 0, 0, 0, 3, 17, 76
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Formula.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 8, 8, 44
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\HLookup.php", "PHP", 0, 0, 0, 85, 0, 0, 0, 19, 18, 122
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Helpers.php", "PHP", 0, 0, 0, 62, 0, 0, 0, 0, 13, 75
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Hyperlink.php", "PHP", 0, 0, 0, 22, 0, 0, 0, 12, 8, 42
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Indirect.php", "PHP", 0, 0, 0, 76, 0, 0, 0, 36, 19, 131
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Lookup.php", "PHP", 0, 0, 0, 76, 0, 0, 0, 12, 19, 107
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\LookupBase.php", "PHP", 0, 0, 0, 44, 0, 0, 0, 12, 9, 65
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\LookupRefValidations.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 0, 9, 35
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Matrix.php", "PHP", 0, 0, 0, 85, 0, 0, 0, 34, 21, 140
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Offset.php", "PHP", 0, 0, 0, 93, 0, 0, 0, 30, 26, 149
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\RowColumnInformation.php", "PHP", 0, 0, 0, 117, 0, 0, 0, 65, 29, 211
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Selection.php", "PHP", 0, 0, 0, 29, 0, 0, 0, 14, 9, 52
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Sort.php", "PHP", 0, 0, 0, 191, 0, 0, 0, 71, 51, 313
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\Unique.php", "PHP", 0, 0, 0, 91, 0, 0, 0, 21, 26, 138
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\LookupRef\VLookup.php", "PHP", 0, 0, 0, 78, 0, 0, 0, 20, 20, 118
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig.php", "PHP", 0, 0, 0, 306, 0, 0, 0, 1059, 76, 1441
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Absolute.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 11, 7, 38
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Angle.php", "PHP", 0, 0, 0, 32, 0, 0, 0, 22, 10, 64
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Arabic.php", "PHP", 0, 0, 0, 59, 0, 0, 0, 24, 15, 98
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Base.php", "PHP", 0, 0, 0, 36, 0, 0, 0, 19, 11, 66
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Ceiling.php", "PHP", 0, 0, 0, 84, 0, 0, 0, 62, 20, 166
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Combinations.php", "PHP", 0, 0, 0, 46, 0, 0, 0, 35, 11, 92
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Exp.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 11, 7, 38
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Factorial.php", "PHP", 0, 0, 0, 71, 0, 0, 0, 39, 17, 127
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Floor.php", "PHP", 0, 0, 0, 103, 0, 0, 0, 67, 22, 192
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Gcd.php", "PHP", 0, 0, 0, 35, 0, 0, 0, 29, 7, 71
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Helpers.php", "PHP", 0, 0, 0, 71, 0, 0, 0, 37, 18, 126
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\IntClass.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 14, 7, 41
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Lcm.php", "PHP", 0, 0, 0, 81, 0, 0, 0, 19, 12, 112
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Logarithms.php", "PHP", 0, 0, 0, 49, 0, 0, 0, 41, 13, 103
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\MatrixFunctions.php", "PHP", 0, 0, 0, 104, 0, 0, 0, 59, 17, 180
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Operations.php", "PHP", 0, 0, 0, 80, 0, 0, 0, 59, 20, 159
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Random.php", "PHP", 0, 0, 0, 54, 0, 0, 0, 35, 11, 100
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Roman.php", "PHP", 0, 0, 0, 820, 0, 0, 0, 14, 13, 847
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Round.php", "PHP", 0, 0, 0, 112, 0, 0, 0, 77, 30, 219
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\SeriesSum.php", "PHP", 0, 0, 0, 33, 0, 0, 0, 13, 8, 54
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Sign.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 12, 7, 39
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Sqrt.php", "PHP", 0, 0, 0, 33, 0, 0, 0, 22, 10, 65
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Subtotal.php", "PHP", 0, 0, 0, 90, 0, 0, 0, 23, 15, 128
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Sum.php", "PHP", 0, 0, 0, 62, 0, 0, 0, 39, 14, 115
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\SumSquares.php", "PHP", 0, 0, 0, 84, 0, 0, 0, 40, 18, 142
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trig\Cosecant.php", "PHP", 0, 0, 0, 33, 0, 0, 0, 22, 10, 65
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trig\Cosine.php", "PHP", 0, 0, 0, 57, 0, 0, 0, 44, 16, 117
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trig\Cotangent.php", "PHP", 0, 0, 0, 58, 0, 0, 0, 44, 17, 119
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trig\Secant.php", "PHP", 0, 0, 0, 33, 0, 0, 0, 22, 10, 65
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trig\Sine.php", "PHP", 0, 0, 0, 57, 0, 0, 0, 44, 16, 117
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trig\Tangent.php", "PHP", 0, 0, 0, 74, 0, 0, 0, 68, 20, 162
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\MathTrig\Trunc.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 15, 10, 51
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical.php", "PHP", 0, 0, 0, 348, 0, 0, 0, 1281, 85, 1714
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\AggregateBase.php", "PHP", 0, 0, 0, 41, 0, 0, 0, 14, 7, 62
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Averages.php", "PHP", 0, 0, 0, 150, 0, 0, 0, 81, 31, 262
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Averages\Mean.php", "PHP", 0, 0, 0, 69, 0, 0, 0, 46, 18, 133
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Conditional.php", "PHP", 0, 0, 0, 160, 0, 0, 0, 104, 44, 308
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Confidence.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 17, 8, 53
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Counts.php", "PHP", 0, 0, 0, 47, 0, 0, 0, 38, 12, 97
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Deviations.php", "PHP", 0, 0, 0, 86, 0, 0, 0, 39, 16, 141
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Beta.php", "PHP", 0, 0, 0, 163, 0, 0, 0, 88, 33, 284
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Binomial.php", "PHP", 0, 0, 0, 123, 0, 0, 0, 86, 26, 235
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\ChiSquared.php", "PHP", 0, 0, 0, 209, 0, 0, 0, 82, 47, 338
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\DistributionValidations.php", "PHP", 0, 0, 0, 16, 0, 0, 0, 0, 6, 22
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Exponential.php", "PHP", 0, 0, 0, 29, 0, 0, 0, 18, 9, 56
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\F.php", "PHP", 0, 0, 0, 34, 0, 0, 0, 21, 10, 65
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Fisher.php", "PHP", 0, 0, 0, 36, 0, 0, 0, 28, 11, 75
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Gamma.php", "PHP", 0, 0, 0, 74, 0, 0, 0, 58, 20, 152
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\GammaBase.php", "PHP", 0, 0, 0, 258, 0, 0, 0, 79, 54, 391
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\HyperGeometric.php", "PHP", 0, 0, 0, 49, 0, 0, 0, 19, 9, 77
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\LogNormal.php", "PHP", 0, 0, 0, 66, 0, 0, 0, 57, 17, 140
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\NewtonRaphson.php", "PHP", 0, 0, 0, 45, 0, 0, 0, 7, 14, 66
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Normal.php", "PHP", 0, 0, 0, 96, 0, 0, 0, 58, 27, 181
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Poisson.php", "PHP", 0, 0, 0, 37, 0, 0, 0, 20, 10, 67
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\StandardNormal.php", "PHP", 0, 0, 0, 54, 0, 0, 0, 88, 18, 160
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\StudentT.php", "PHP", 0, 0, 0, 74, 0, 0, 0, 39, 20, 133
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Distributions\Weibull.php", "PHP", 0, 0, 0, 30, 0, 0, 0, 19, 9, 58
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\MaxMinBase.php", "PHP", 0, 0, 0, 14, 0, 0, 0, 3, 4, 21
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Maximum.php", "PHP", 0, 0, 0, 48, 0, 0, 0, 29, 13, 90
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Minimum.php", "PHP", 0, 0, 0, 48, 0, 0, 0, 29, 13, 90
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Percentiles.php", "PHP", 0, 0, 0, 124, 0, 0, 0, 50, 29, 203
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Permutations.php", "PHP", 0, 0, 0, 53, 0, 0, 0, 34, 13, 100
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Size.php", "PHP", 0, 0, 0, 51, 0, 0, 0, 30, 17, 98
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\StandardDeviations.php", "PHP", 0, 0, 0, 37, 0, 0, 0, 49, 10, 96
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Standardize.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 16, 8, 50
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\StatisticalValidations.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 0, 9, 37
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Trends.php", "PHP", 0, 0, 0, 248, 0, 0, 0, 136, 51, 435
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\VarianceBase.php", "PHP", 0, 0, 0, 22, 0, 0, 0, 6, 7, 35
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Statistical\Variances.php", "PHP", 0, 0, 0, 101, 0, 0, 0, 57, 29, 187
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData.php", "PHP", 0, 0, 0, 106, 0, 0, 0, 288, 28, 422
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\CaseConvert.php", "PHP", 0, 0, 0, 32, 0, 0, 0, 36, 13, 81
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\CharacterConvert.php", "PHP", 0, 0, 0, 49, 0, 0, 0, 20, 13, 82
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Concatenate.php", "PHP", 0, 0, 0, 84, 0, 0, 0, 33, 21, 138
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Extract.php", "PHP", 0, 0, 0, 139, 0, 0, 0, 103, 35, 277
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Format.php", "PHP", 0, 0, 0, 197, 0, 0, 0, 79, 39, 315
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Helpers.php", "PHP", 0, 0, 0, 66, 0, 0, 0, 4, 13, 83
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Replace.php", "PHP", 0, 0, 0, 74, 0, 0, 0, 32, 13, 119
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Search.php", "PHP", 0, 0, 0, 56, 0, 0, 0, 28, 14, 98
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Text.php", "PHP", 0, 0, 0, 143, 0, 0, 0, 61, 33, 237
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\TextData\Trim.php", "PHP", 0, 0, 0, 23, 0, 0, 0, 20, 10, 53
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Token\Stack.php", "PHP", 0, 0, 0, 73, 0, 0, 0, 28, 21, 122
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Web.php", "PHP", 0, 0, 0, 9, 0, 0, 0, 19, 3, 31
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Calculation\Web\Service.php", "PHP", 0, 0, 0, 41, 0, 0, 0, 21, 12, 74
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\CellReferenceHelper.php", "PHP", 0, 0, 0, 89, 0, 0, 0, 7, 24, 120
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\AddressHelper.php", "PHP", 0, 0, 0, 127, 0, 0, 0, 27, 24, 178
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\AddressRange.php", "PHP", 0, 0, 0, 11, 0, 0, 0, 6, 8, 25
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\AdvancedValueBinder.php", "PHP", 0, 0, 0, 138, 0, 0, 0, 37, 37, 212
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\Cell.php", "PHP", 0, 0, 0, 461, 0, 0, 0, 231, 116, 808
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\CellAddress.php", "PHP", 0, 0, 0, 99, 0, 0, 0, 19, 31, 149
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\CellRange.php", "PHP", 0, 0, 0, 92, 0, 0, 0, 19, 27, 138
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\ColumnRange.php", "PHP", 0, 0, 0, 91, 0, 0, 0, 6, 26, 123
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\Coordinate.php", "PHP", 0, 0, 0, 339, 0, 0, 0, 176, 83, 598
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\DataType.php", "PHP", 0, 0, 0, 48, 0, 0, 0, 28, 14, 90
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\DataValidation.php", "PHP", 0, 0, 0, 198, 0, 0, 0, 235, 64, 497
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\DataValidator.php", "PHP", 0, 0, 0, 88, 0, 0, 0, 15, 15, 118
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\DefaultValueBinder.php", "PHP", 0, 0, 0, 57, 0, 0, 0, 18, 9, 84
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\Hyperlink.php", "PHP", 0, 0, 0, 46, 0, 0, 0, 49, 14, 109
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\IValueBinder.php", "PHP", 0, 0, 0, 6, 0, 0, 0, 8, 3, 17
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\IgnoredErrors.php", "PHP", 0, 0, 0, 45, 0, 0, 0, 4, 18, 67
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\RowRange.php", "PHP", 0, 0, 0, 68, 0, 0, 0, 1, 22, 91
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Cell\StringValueBinder.php", "PHP", 0, 0, 0, 87, 0, 0, 0, 20, 24, 131
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Axis.php", "PHP", 0, 0, 0, 201, 0, 0, 0, 73, 46, 320
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\AxisText.php", "PHP", 0, 0, 0, 41, 0, 0, 0, 0, 14, 55
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Chart.php", "PHP", 0, 0, 0, 398, 0, 0, 0, 264, 133, 795
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\ChartColor.php", "PHP", 0, 0, 0, 128, 0, 0, 0, 18, 28, 174
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\DataSeries.php", "PHP", 0, 0, 0, 189, 0, 0, 0, 171, 52, 412
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\DataSeriesValues.php", "PHP", 0, 0, 0, 312, 0, 0, 0, 199, 80, 591
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Exception.php", "PHP", 0, 0, 0, 6, 0, 0, 0, 0, 4, 10
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\GridLines.php", "PHP", 0, 0, 0, 5, 0, 0, 0, 6, 3, 14
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Layout.php", "PHP", 0, 0, 0, 286, 0, 0, 0, 156, 90, 532
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Legend.php", "PHP", 0, 0, 0, 96, 0, 0, 0, 53, 30, 179
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\PlotArea.php", "PHP", 0, 0, 0, 104, 0, 0, 0, 64, 37, 205
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Properties.php", "PHP", 0, 0, 0, 680, 0, 0, 0, 201, 80, 961
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Renderer\IRenderer.php", "PHP", 0, 0, 0, 8, 0, 0, 0, 10, 5, 23
"c:\xampp\htdocs\farmaciaProFarma\app\ThirdParty\PhpSpreadsheet\Chart\Renderer\JpGraph.php", "PHP", 0, 0, 0, 23, 0, 0, 0, 13, 5, 41
